Date,Price,Open,High,Low,Volume,Change,
"Nov 13, 2020","43,443.00","43,298.92","43,522.25","43,053.37",24.38M,0.20%,
"Nov 14, 2020","43,637.98","43,815.45","43,830.93","43,535.77",3.30M,0.45%,
"Nov 17, 2020","43,952.71","44,095.85","44,161.16","43,699.22",20.90M,0.72%,
"Nov 18, 2020","44,180.05","43,978.58","44,215.49","43,785.78",18.26M,0.52%,
"Nov 19, 2020","43,599.96","43,902.24","44,230.00","43,518.11",24.14M,-1.31%,
"Nov 20, 2020","43,882.25","43,732.14","44,013.02","43,453.75",17.12M,0.65%,
"Nov 23, 2020","44,077.15","44,164.17","44,271.15","43,747.22",17.80M,0.44%,
"Nov 24, 2020","44,523.02","44,341.19","44,601.63","44,247.12",17.94M,1.01%,
"Nov 25, 2020","43,828.10","44,749.73","44,825.37","43,757.97",19.15M,-1.56%,
"Nov 26, 2020","44,259.74","43,967.59","44,361.78","43,582.40",14.61M,0.98%,
"Nov 27, 2020","44,149.72","44,325.03","44,407.28","43,995.41",15.75M,-0.25%,
"Dec 01, 2020","44,655.44","44,435.83","44,730.79","44,118.10",16.03M,1.15%,
"Dec 02, 2020","44,618.04","44,729.52","44,729.64","44,169.97",16.02M,-0.08%,
"Dec 03, 2020","44,632.65","44,902.02","44,953.01","44,551.42",30.67M,0.03%,
"Dec 04, 2020","45,079.55","44,665.91","45,148.28","44,665.91",27.64M,1.00%,
"Dec 07, 2020","45,426.97","45,099.92","45,458.92","45,024.47",18.69M,0.77%,
"Dec 08, 2020","45,608.51","45,568.80","45,742.23","45,335.17",18.21M,0.40%,
"Dec 09, 2020","46,103.50","45,891.04","46,164.10","45,792.01",20.68M,1.09%,
"Dec 10, 2020","45,959.88","45,999.42","46,043.97","45,685.87",12.73M,-0.31%,
"Dec 11, 2020","46,099.01","46,060.32","46,309.63","45,706.22",26.25M,0.30%,
"Dec 14, 2020","46,253.46","46,284.70","46,373.34","45,951.53",18.42M,0.34%,
"Dec 15, 2020","46,263.17","46,287.39","46,350.30","45,841.67",16.39M,0.02%,
"Dec 16, 2020","46,666.46","46,573.31","46,704.97","46,402.20",13.14M,0.87%,
"Dec 17, 2020","46,890.34","46,774.32","46,992.57","46,627.60",17.22M,0.48%,
"Dec 18, 2020","46,960.69","47,026.02","47,026.02","46,630.31",12.80M,0.15%,
"Dec 21, 2020","45,553.96","46,932.18","47,055.69","44,923.08",24.39M,-3.00%,
"Dec 22, 2020","46,006.69","45,529.61","46,080.18","45,112.19",25.08M,0.99%,
"Dec 23, 2020","46,444.18","46,072.30","46,513.32","45,899.10",10.47M,0.95%,
"Dec 24, 2020","46,973.54","46,743.49","47,053.40","46,539.02",13.71M,1.14%,
"Dec 28, 2020","47,353.75","47,153.59","47,406.72","47,148.24",9.59M,0.81%,
"Dec 29, 2020","47,613.08","47,466.62","47,714.55","47,361.90",12.76M,0.55%,
"Dec 30, 2020","47,746.22","47,789.03","47,807.85","47,358.36",15.63M,0.28%,
,,,,,,,
